year,state,state_po,county_name,office,candidate,party,candidatevotes,totalvotes,mode
2000,ALABAMA,AL,TUSCALOOSA,US PRESIDENT,OTHER,OTHER,490,60114,TOTAL
2000,ALABAMA,AL,WALKER,US PRESIDENT,AL GORE,DEMOCRAT,11621,25641,TOTAL
2000,ALABAMA,AL,WALKER,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,13486,25641,TOTAL
2000,ALABAMA,AL,WALKER,US PRESIDENT,RALPH NADER,GREEN,264,25641,TOTAL
2000,ALABAMA,AL,WALKER,US PRESIDENT,OTHER,OTHER,270,25641,TOTAL
2000,ALABAMA,AL,WASHINGTON,US PRESIDENT,AL GORE,DEMOCRAT,3386,7596,TOTAL
2000,ALABAMA,AL,WASHINGTON,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4117,7596,TOTAL
2000,ALABAMA,AL,WASHINGTON,US PRESIDENT,RALPH NADER,GREEN,26,7596,TOTAL
2000,ALABAMA,AL,WASHINGTON,US PRESIDENT,OTHER,OTHER,67,7596,TOTAL
2000,ALABAMA,AL,WILCOX,US PRESIDENT,AL GORE,DEMOCRAT,3444,5126,TOTAL
2000,ALABAMA,AL,WILCOX,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1661,5126,TOTAL
2000,ALABAMA,AL,WILCOX,US PRESIDENT,RALPH NADER,GREEN,6,5126,TOTAL
2000,ALABAMA,AL,WILCOX,US PRESIDENT,OTHER,OTHER,15,5126,TOTAL
2000,ALABAMA,AL,WINSTON,US PRESIDENT,AL GORE,DEMOCRAT,2692,9318,TOTAL
2000,ALABAMA,AL,WINSTON,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6413,9318,TOTAL
2000,ALABAMA,AL,WINSTON,US PRESIDENT,RALPH NADER,GREEN,88,9318,TOTAL
2000,ALABAMA,AL,WINSTON,US PRESIDENT,OTHER,OTHER,125,9318,TOTAL
2000,ARIZONA,AZ,APACHE,US PRESIDENT,AL GORE,DEMOCRAT,13025,19456,TOTAL
2000,ARIZONA,AZ,APACHE,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5947,19456,TOTAL
2000,ARIZONA,AZ,APACHE,US PRESIDENT,RALPH NADER,GREEN,245,19456,TOTAL
2000,ARIZONA,AZ,APACHE,US PRESIDENT,OTHER,OTHER,239,19456,TOTAL
2000,ARIZONA,AZ,COCHISE,US PRESIDENT,AL GORE,DEMOCRAT,13360,33241,TOTAL
2000,ARIZONA,AZ,COCHISE,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,18180,33241,TOTAL
2000,ARIZONA,AZ,COCHISE,US PRESIDENT,RALPH NADER,GREEN,1113,33241,TOTAL
2000,ARIZONA,AZ,COCHISE,US PRESIDENT,OTHER,OTHER,588,33241,TOTAL
2000,ARIZONA,AZ,COCONINO,US PRESIDENT,AL GORE,DEMOCRAT,20280,40883,TOTAL
2000,ARIZONA,AZ,COCONINO,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,17562,40883,TOTAL
2000,ARIZONA,AZ,COCONINO,US PRESIDENT,RALPH NADER,GREEN,2478,40883,TOTAL
2000,ARIZONA,AZ,COCONINO,US PRESIDENT,OTHER,OTHER,563,40883,TOTAL
2000,ARIZONA,AZ,GILA,US PRESIDENT,AL GORE,DEMOCRAT,7700,17736,TOTAL
2000,ARIZONA,AZ,GILA,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,9158,17736,TOTAL
2000,ARIZONA,AZ,GILA,US PRESIDENT,RALPH NADER,GREEN,497,17736,TOTAL
2000,ARIZONA,AZ,GILA,US PRESIDENT,OTHER,OTHER,381,17736,TOTAL
2000,ARIZONA,AZ,GRAHAM,US PRESIDENT,AL GORE,DEMOCRAT,3355,9664,TOTAL
2000,ARIZONA,AZ,GRAHAM,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6007,9664,TOTAL
2000,ARIZONA,AZ,GRAHAM,US PRESIDENT,RALPH NADER,GREEN,144,9664,TOTAL
2000,ARIZONA,AZ,GRAHAM,US PRESIDENT,OTHER,OTHER,158,9664,TOTAL
2000,ARIZONA,AZ,GREENLEE,US PRESIDENT,AL GORE,DEMOCRAT,1216,2960,TOTAL
2000,ARIZONA,AZ,GREENLEE,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1619,2960,TOTAL
2000,ARIZONA,AZ,GREENLEE,US PRESIDENT,RALPH NADER,GREEN,68,2960,TOTAL
2000,ARIZONA,AZ,GREENLEE,US PRESIDENT,OTHER,OTHER,57,2960,TOTAL
2000,ARIZONA,AZ,LA PAZ,US PRESIDENT,AL GORE,DEMOCRAT,1769,4483,TOTAL
2000,ARIZONA,AZ,LA PAZ,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2543,4483,TOTAL
2000,ARIZONA,AZ,LA PAZ,US PRESIDENT,RALPH NADER,GREEN,91,4483,TOTAL
2000,ARIZONA,AZ,LA PAZ,US PRESIDENT,OTHER,OTHER,80,4483,TOTAL
2000,ARIZONA,AZ,MARICOPA,US PRESIDENT,AL GORE,DEMOCRAT,386683,901699,TOTAL
2000,ARIZONA,AZ,MARICOPA,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,479967,901699,TOTAL
2000,ARIZONA,AZ,MARICOPA,US PRESIDENT,RALPH NADER,GREEN,22465,901699,TOTAL
2000,ARIZONA,AZ,MARICOPA,US PRESIDENT,OTHER,OTHER,12584,901699,TOTAL
2000,ARIZONA,AZ,MOHAVE,US PRESIDENT,AL GORE,DEMOCRAT,17470,44141,TOTAL
2000,ARIZONA,AZ,MOHAVE,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,24386,44141,TOTAL
2000,ARIZONA,AZ,MOHAVE,US PRESIDENT,RALPH NADER,GREEN,1323,44141,TOTAL
2000,ARIZONA,AZ,MOHAVE,US PRESIDENT,OTHER,OTHER,962,44141,TOTAL
2000,ARIZONA,AZ,NAVAJO,US PRESIDENT,AL GORE,DEMOCRAT,11794,25147,TOTAL
2000,ARIZONA,AZ,NAVAJO,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,12386,25147,TOTAL
2000,ARIZONA,AZ,NAVAJO,US PRESIDENT,RALPH NADER,GREEN,517,25147,TOTAL
2000,ARIZONA,AZ,NAVAJO,US PRESIDENT,OTHER,OTHER,450,25147,TOTAL
2000,ARIZONA,AZ,PIMA,US PRESIDENT,AL GORE,DEMOCRAT,147688,287640,TOTAL
2000,ARIZONA,AZ,PIMA,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,124579,287640,TOTAL
2000,ARIZONA,AZ,PIMA,US PRESIDENT,RALPH NADER,GREEN,12355,287640,TOTAL
2000,ARIZONA,AZ,PIMA,US PRESIDENT,OTHER,OTHER,3018,287640,TOTAL
2000,ARIZONA,AZ,PINAL,US PRESIDENT,AL GORE,DEMOCRAT,19650,41290,TOTAL
2000,ARIZONA,AZ,PINAL,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,20122,41290,TOTAL
2000,ARIZONA,AZ,PINAL,US PRESIDENT,RALPH NADER,GREEN,904,41290,TOTAL
2000,ARIZONA,AZ,PINAL,US PRESIDENT,OTHER,OTHER,614,41290,TOTAL
2000,ARIZONA,AZ,SANTA CRUZ,US PRESIDENT,AL GORE,DEMOCRAT,5233,8893,TOTAL
2000,ARIZONA,AZ,SANTA CRUZ,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3344,8893,TOTAL
2000,ARIZONA,AZ,SANTA CRUZ,US PRESIDENT,RALPH NADER,GREEN,217,8893,TOTAL
2000,ARIZONA,AZ,SANTA CRUZ,US PRESIDENT,OTHER,OTHER,99,8893,TOTAL
2000,ARIZONA,AZ,YAVAPAI,US PRESIDENT,AL GORE,DEMOCRAT,24063,68228,TOTAL
2000,ARIZONA,AZ,YAVAPAI,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,40144,68228,TOTAL
2000,ARIZONA,AZ,YAVAPAI,US PRESIDENT,RALPH NADER,GREEN,2733,68228,TOTAL
2000,ARIZONA,AZ,YAVAPAI,US PRESIDENT,OTHER,OTHER,1288,68228,TOTAL
2000,ARIZONA,AZ,YUMA,US PRESIDENT,AL GORE,DEMOCRAT,12055,28652,TOTAL
2000,ARIZONA,AZ,YUMA,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,15708,28652,TOTAL
2000,ARIZONA,AZ,YUMA,US PRESIDENT,RALPH NADER,GREEN,495,28652,TOTAL
2000,ARIZONA,AZ,YUMA,US PRESIDENT,OTHER,OTHER,394,28652,TOTAL
2000,ARKANSAS,AR,ARKANSAS,US PRESIDENT,AL GORE,DEMOCRAT,2877,6372,TOTAL
2000,ARKANSAS,AR,ARKANSAS,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3353,6372,TOTAL
2000,ARKANSAS,AR,ARKANSAS,US PRESIDENT,RALPH NADER,GREEN,65,6372,TOTAL
2000,ARKANSAS,AR,ARKANSAS,US PRESIDENT,OTHER,OTHER,77,6372,TOTAL
2000,ARKANSAS,AR,ASHLEY,US PRESIDENT,AL GORE,DEMOCRAT,4253,8271,TOTAL
2000,ARKANSAS,AR,ASHLEY,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3876,8271,TOTAL
2000,ARKANSAS,AR,ASHLEY,US PRESIDENT,RALPH NADER,GREEN,61,8271,TOTAL
2000,ARKANSAS,AR,ASHLEY,US PRESIDENT,OTHER,OTHER,81,8271,TOTAL
2000,ARKANSAS,AR,BAXTER,US PRESIDENT,AL GORE,DEMOCRAT,6516,16708,TOTAL
2000,ARKANSAS,AR,BAXTER,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,9538,16708,TOTAL
2000,ARKANSAS,AR,BAXTER,US PRESIDENT,RALPH NADER,GREEN,429,16708,TOTAL
2000,ARKANSAS,AR,BAXTER,US PRESIDENT,OTHER,OTHER,225,16708,TOTAL
2000,ARKANSAS,AR,BENTON,US PRESIDENT,AL GORE,DEMOCRAT,17277,53646,TOTAL
2000,ARKANSAS,AR,BENTON,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,34838,53646,TOTAL
2000,ARKANSAS,AR,BENTON,US PRESIDENT,RALPH NADER,GREEN,862,53646,TOTAL
2000,ARKANSAS,AR,BENTON,US PRESIDENT,OTHER,OTHER,669,53646,TOTAL
2000,ARKANSAS,AR,BOONE,US PRESIDENT,AL GORE,DEMOCRAT,4493,13635,TOTAL
2000,ARKANSAS,AR,BOONE,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,8569,13635,TOTAL
2000,ARKANSAS,AR,BOONE,US PRESIDENT,RALPH NADER,GREEN,289,13635,TOTAL
2000,ARKANSAS,AR,BOONE,US PRESIDENT,OTHER,OTHER,284,13635,TOTAL
2000,ARKANSAS,AR,BRADLEY,US PRESIDENT,AL GORE,DEMOCRAT,2122,3979,TOTAL
2000,ARKANSAS,AR,BRADLEY,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1793,3979,TOTAL
2000,ARKANSAS,AR,BRADLEY,US PRESIDENT,RALPH NADER,GREEN,34,3979,TOTAL
2000,ARKANSAS,AR,BRADLEY,US PRESIDENT,OTHER,OTHER,30,3979,TOTAL
2000,ARKANSAS,AR,CALHOUN,US PRESIDENT,AL GORE,DEMOCRAT,1017,2185,TOTAL
2000,ARKANSAS,AR,CALHOUN,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1128,2185,TOTAL
2000,ARKANSAS,AR,CALHOUN,US PRESIDENT,RALPH NADER,GREEN,19,2185,TOTAL
2000,ARKANSAS,AR,CALHOUN,US PRESIDENT,OTHER,OTHER,21,2185,TOTAL
2000,ARKANSAS,AR,CARROLL,US PRESIDENT,AL GORE,DEMOCRAT,3595,9590,TOTAL
2000,ARKANSAS,AR,CARROLL,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5556,9590,TOTAL
2000,ARKANSAS,AR,CARROLL,US PRESIDENT,RALPH NADER,GREEN,301,9590,TOTAL
2000,ARKANSAS,AR,CARROLL,US PRESIDENT,OTHER,OTHER,138,9590,TOTAL
2000,ARKANSAS,AR,CHICOT,US PRESIDENT,AL GORE,DEMOCRAT,2820,4452,TOTAL
2000,ARKANSAS,AR,CHICOT,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1564,4452,TOTAL
2000,ARKANSAS,AR,CHICOT,US PRESIDENT,RALPH NADER,GREEN,26,4452,TOTAL
2000,ARKANSAS,AR,CHICOT,US PRESIDENT,OTHER,OTHER,42,4452,TOTAL
2000,ARKANSAS,AR,CLARK,US PRESIDENT,AL GORE,DEMOCRAT,4661,8626,TOTAL
2000,ARKANSAS,AR,CLARK,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3776,8626,TOTAL
2000,ARKANSAS,AR,CLARK,US PRESIDENT,RALPH NADER,GREEN,103,8626,TOTAL
2000,ARKANSAS,AR,CLARK,US PRESIDENT,OTHER,OTHER,86,8626,TOTAL
2000,ARKANSAS,AR,CLAY,US PRESIDENT,AL GORE,DEMOCRAT,3527,5900,TOTAL
2000,ARKANSAS,AR,CLAY,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2254,5900,TOTAL
2000,ARKANSAS,AR,CLAY,US PRESIDENT,RALPH NADER,GREEN,73,5900,TOTAL
2000,ARKANSAS,AR,CLAY,US PRESIDENT,OTHER,OTHER,46,5900,TOTAL
2000,ARKANSAS,AR,CLEBURNE,US PRESIDENT,AL GORE,DEMOCRAT,4120,10207,TOTAL
2000,ARKANSAS,AR,CLEBURNE,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5730,10207,TOTAL
2000,ARKANSAS,AR,CLEBURNE,US PRESIDENT,RALPH NADER,GREEN,183,10207,TOTAL
2000,ARKANSAS,AR,CLEBURNE,US PRESIDENT,OTHER,OTHER,174,10207,TOTAL
2000,ARKANSAS,AR,CLEVELAND,US PRESIDENT,AL GORE,DEMOCRAT,1414,3181,TOTAL
2000,ARKANSAS,AR,CLEVELAND,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1678,3181,TOTAL
2000,ARKANSAS,AR,CLEVELAND,US PRESIDENT,RALPH NADER,GREEN,30,3181,TOTAL
2000,ARKANSAS,AR,CLEVELAND,US PRESIDENT,OTHER,OTHER,59,3181,TOTAL
2000,ARKANSAS,AR,COLUMBIA,US PRESIDENT,AL GORE,DEMOCRAT,4003,9307,TOTAL
2000,ARKANSAS,AR,COLUMBIA,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5018,9307,TOTAL
2000,ARKANSAS,AR,COLUMBIA,US PRESIDENT,RALPH NADER,GREEN,70,9307,TOTAL
2000,ARKANSAS,AR,COLUMBIA,US PRESIDENT,OTHER,OTHER,216,9307,TOTAL
2000,ARKANSAS,AR,CONWAY,US PRESIDENT,AL GORE,DEMOCRAT,3496,7234,TOTAL
2000,ARKANSAS,AR,CONWAY,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3545,7234,TOTAL
2000,ARKANSAS,AR,CONWAY,US PRESIDENT,RALPH NADER,GREEN,84,7234,TOTAL
2000,ARKANSAS,AR,CONWAY,US PRESIDENT,OTHER,OTHER,109,7234,TOTAL
2000,ARKANSAS,AR,CRAIGHEAD,US PRESIDENT,AL GORE,DEMOCRAT,12376,25157,TOTAL
2000,ARKANSAS,AR,CRAIGHEAD,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,12158,25157,TOTAL
2000,ARKANSAS,AR,CRAIGHEAD,US PRESIDENT,RALPH NADER,GREEN,409,25157,TOTAL
2000,ARKANSAS,AR,CRAIGHEAD,US PRESIDENT,OTHER,OTHER,214,25157,TOTAL
2000,ARKANSAS,AR,CRAWFORD,US PRESIDENT,AL GORE,DEMOCRAT,6288,17625,TOTAL
2000,ARKANSAS,AR,CRAWFORD,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,10804,17625,TOTAL
2000,ARKANSAS,AR,CRAWFORD,US PRESIDENT,RALPH NADER,GREEN,223,17625,TOTAL
2000,ARKANSAS,AR,CRAWFORD,US PRESIDENT,OTHER,OTHER,310,17625,TOTAL
2000,ARKANSAS,AR,CRITTENDEN,US PRESIDENT,AL GORE,DEMOCRAT,7224,13234,TOTAL
2000,ARKANSAS,AR,CRITTENDEN,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5857,13234,TOTAL
2000,ARKANSAS,AR,CRITTENDEN,US PRESIDENT,RALPH NADER,GREEN,97,13234,TOTAL
2000,ARKANSAS,AR,CRITTENDEN,US PRESIDENT,OTHER,OTHER,56,13234,TOTAL
2000,ARKANSAS,AR,CROSS,US PRESIDENT,AL GORE,DEMOCRAT,3096,6215,TOTAL
2000,ARKANSAS,AR,CROSS,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3033,6215,TOTAL
2000,ARKANSAS,AR,CROSS,US PRESIDENT,RALPH NADER,GREEN,38,6215,TOTAL
2000,ARKANSAS,AR,CROSS,US PRESIDENT,OTHER,OTHER,48,6215,TOTAL
2000,ARKANSAS,AR,DALLAS,US PRESIDENT,AL GORE,DEMOCRAT,1710,3325,TOTAL
2000,ARKANSAS,AR,DALLAS,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1571,3325,TOTAL
2000,ARKANSAS,AR,DALLAS,US PRESIDENT,RALPH NADER,GREEN,21,3325,TOTAL
2000,ARKANSAS,AR,DALLAS,US PRESIDENT,OTHER,OTHER,23,3325,TOTAL
2000,ARKANSAS,AR,DESHA,US PRESIDENT,AL GORE,DEMOCRAT,2776,4495,TOTAL
2000,ARKANSAS,AR,DESHA,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1603,4495,TOTAL
2000,ARKANSAS,AR,DESHA,US PRESIDENT,RALPH NADER,GREEN,38,4495,TOTAL
2000,ARKANSAS,AR,DESHA,US PRESIDENT,OTHER,OTHER,78,4495,TOTAL
2000,ARKANSAS,AR,DREW,US PRESIDENT,AL GORE,DEMOCRAT,3060,5922,TOTAL
2000,ARKANSAS,AR,DREW,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2756,5922,TOTAL
2000,ARKANSAS,AR,DREW,US PRESIDENT,RALPH NADER,GREEN,47,5922,TOTAL
2000,ARKANSAS,AR,DREW,US PRESIDENT,OTHER,OTHER,59,5922,TOTAL
2000,ARKANSAS,AR,FAULKNER,US PRESIDENT,AL GORE,DEMOCRAT,11950,29216,TOTAL
2000,ARKANSAS,AR,FAULKNER,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,16055,29216,TOTAL
2000,ARKANSAS,AR,FAULKNER,US PRESIDENT,RALPH NADER,GREEN,513,29216,TOTAL
2000,ARKANSAS,AR,FAULKNER,US PRESIDENT,OTHER,OTHER,698,29216,TOTAL
2000,ARKANSAS,AR,FRANKLIN,US PRESIDENT,AL GORE,DEMOCRAT,2674,6140,TOTAL
2000,ARKANSAS,AR,FRANKLIN,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3277,6140,TOTAL
2000,ARKANSAS,AR,FRANKLIN,US PRESIDENT,RALPH NADER,GREEN,100,6140,TOTAL
2000,ARKANSAS,AR,FRANKLIN,US PRESIDENT,OTHER,OTHER,89,6140,TOTAL
2000,ARKANSAS,AR,FULTON,US PRESIDENT,AL GORE,DEMOCRAT,1976,4108,TOTAL
2000,ARKANSAS,AR,FULTON,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2036,4108,TOTAL
2000,ARKANSAS,AR,FULTON,US PRESIDENT,RALPH NADER,GREEN,51,4108,TOTAL
2000,ARKANSAS,AR,FULTON,US PRESIDENT,OTHER,OTHER,45,4108,TOTAL
2000,ARKANSAS,AR,GARLAND,US PRESIDENT,AL GORE,DEMOCRAT,15840,35935,TOTAL
2000,ARKANSAS,AR,GARLAND,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,19098,35935,TOTAL
2000,ARKANSAS,AR,GARLAND,US PRESIDENT,RALPH NADER,GREEN,566,35935,TOTAL
2000,ARKANSAS,AR,GARLAND,US PRESIDENT,OTHER,OTHER,431,35935,TOTAL
2000,ARKANSAS,AR,GRANT,US PRESIDENT,AL GORE,DEMOCRAT,2535,6013,TOTAL
2000,ARKANSAS,AR,GRANT,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3285,6013,TOTAL
2000,ARKANSAS,AR,GRANT,US PRESIDENT,RALPH NADER,GREEN,88,6013,TOTAL
2000,ARKANSAS,AR,GRANT,US PRESIDENT,OTHER,OTHER,105,6013,TOTAL
2000,ARKANSAS,AR,GREENE,US PRESIDENT,AL GORE,DEMOCRAT,6319,12484,TOTAL
2000,ARKANSAS,AR,GREENE,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5831,12484,TOTAL
2000,ARKANSAS,AR,GREENE,US PRESIDENT,RALPH NADER,GREEN,205,12484,TOTAL
2000,ARKANSAS,AR,GREENE,US PRESIDENT,OTHER,OTHER,129,12484,TOTAL
2000,ARKANSAS,AR,HEMPSTEAD,US PRESIDENT,AL GORE,DEMOCRAT,3937,7289,TOTAL
2000,ARKANSAS,AR,HEMPSTEAD,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3257,7289,TOTAL
2000,ARKANSAS,AR,HEMPSTEAD,US PRESIDENT,RALPH NADER,GREEN,50,7289,TOTAL
2000,ARKANSAS,AR,HEMPSTEAD,US PRESIDENT,OTHER,OTHER,45,7289,TOTAL
2000,ARKANSAS,AR,HOT SPRING,US PRESIDENT,AL GORE,DEMOCRAT,5527,10981,TOTAL
2000,ARKANSAS,AR,HOT SPRING,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5042,10981,TOTAL
2000,ARKANSAS,AR,HOT SPRING,US PRESIDENT,RALPH NADER,GREEN,202,10981,TOTAL
2000,ARKANSAS,AR,HOT SPRING,US PRESIDENT,OTHER,OTHER,210,10981,TOTAL
2000,ARKANSAS,AR,HOWARD,US PRESIDENT,AL GORE,DEMOCRAT,2063,4459,TOTAL
2000,ARKANSAS,AR,HOWARD,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2326,4459,TOTAL
2000,ARKANSAS,AR,HOWARD,US PRESIDENT,RALPH NADER,GREEN,50,4459,TOTAL
2000,ARKANSAS,AR,HOWARD,US PRESIDENT,OTHER,OTHER,20,4459,TOTAL
2000,ARKANSAS,AR,INDEPENDENCE,US PRESIDENT,AL GORE,DEMOCRAT,5146,11594,TOTAL
2000,ARKANSAS,AR,INDEPENDENCE,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6145,11594,TOTAL
2000,ARKANSAS,AR,INDEPENDENCE,US PRESIDENT,RALPH NADER,GREEN,171,11594,TOTAL
2000,ARKANSAS,AR,INDEPENDENCE,US PRESIDENT,OTHER,OTHER,132,11594,TOTAL
2000,ARKANSAS,AR,IZARD,US PRESIDENT,AL GORE,DEMOCRAT,2587,5032,TOTAL
2000,ARKANSAS,AR,IZARD,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2301,5032,TOTAL
2000,ARKANSAS,AR,IZARD,US PRESIDENT,RALPH NADER,GREEN,76,5032,TOTAL
2000,ARKANSAS,AR,IZARD,US PRESIDENT,OTHER,OTHER,68,5032,TOTAL
2000,ARKANSAS,AR,JACKSON,US PRESIDENT,AL GORE,DEMOCRAT,3651,6072,TOTAL
2000,ARKANSAS,AR,JACKSON,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2280,6072,TOTAL
2000,ARKANSAS,AR,JACKSON,US PRESIDENT,RALPH NADER,GREEN,77,6072,TOTAL
2000,ARKANSAS,AR,JACKSON,US PRESIDENT,OTHER,OTHER,64,6072,TOTAL
2000,ARKANSAS,AR,JEFFERSON,US PRESIDENT,AL GORE,DEMOCRAT,17716,27201,TOTAL
2000,ARKANSAS,AR,JEFFERSON,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,8765,27201,TOTAL
2000,ARKANSAS,AR,JEFFERSON,US PRESIDENT,RALPH NADER,GREEN,361,27201,TOTAL
2000,ARKANSAS,AR,JEFFERSON,US PRESIDENT,OTHER,OTHER,359,27201,TOTAL
2000,ARKANSAS,AR,JOHNSON,US PRESIDENT,AL GORE,DEMOCRAT,3270,7161,TOTAL
2000,ARKANSAS,AR,JOHNSON,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3657,7161,TOTAL
2000,ARKANSAS,AR,JOHNSON,US PRESIDENT,RALPH NADER,GREEN,109,7161,TOTAL
2000,ARKANSAS,AR,JOHNSON,US PRESIDENT,OTHER,OTHER,125,7161,TOTAL
2000,ARKANSAS,AR,LAFAYETTE,US PRESIDENT,AL GORE,DEMOCRAT,1806,3383,TOTAL
2000,ARKANSAS,AR,LAFAYETTE,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1538,3383,TOTAL
2000,ARKANSAS,AR,LAFAYETTE,US PRESIDENT,RALPH NADER,GREEN,27,3383,TOTAL
2000,ARKANSAS,AR,LAFAYETTE,US PRESIDENT,OTHER,OTHER,12,3383,TOTAL
2000,ARKANSAS,AR,LAWRENCE,US PRESIDENT,AL GORE,DEMOCRAT,3255,6040,TOTAL
2000,ARKANSAS,AR,LAWRENCE,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2626,6040,TOTAL
2000,ARKANSAS,AR,LAWRENCE,US PRESIDENT,RALPH NADER,GREEN,87,6040,TOTAL
2000,ARKANSAS,AR,LAWRENCE,US PRESIDENT,OTHER,OTHER,72,6040,TOTAL
2000,ARKANSAS,AR,LEE,US PRESIDENT,AL GORE,DEMOCRAT,2727,4121,TOTAL
2000,ARKANSAS,AR,LEE,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1351,4121,TOTAL
2000,ARKANSAS,AR,LEE,US PRESIDENT,RALPH NADER,GREEN,18,4121,TOTAL
2000,ARKANSAS,AR,LEE,US PRESIDENT,OTHER,OTHER,25,4121,TOTAL
2000,ARKANSAS,AR,LINCOLN,US PRESIDENT,AL GORE,DEMOCRAT,1957,3546,TOTAL
2000,ARKANSAS,AR,LINCOLN,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1526,3546,TOTAL
2000,ARKANSAS,AR,LINCOLN,US PRESIDENT,RALPH NADER,GREEN,21,3546,TOTAL
2000,ARKANSAS,AR,LINCOLN,US PRESIDENT,OTHER,OTHER,42,3546,TOTAL
2000,ARKANSAS,AR,LITTLE RIVER,US PRESIDENT,AL GORE,DEMOCRAT,2883,5263,TOTAL
2000,ARKANSAS,AR,LITTLE RIVER,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2283,5263,TOTAL
2000,ARKANSAS,AR,LITTLE RIVER,US PRESIDENT,RALPH NADER,GREEN,50,5263,TOTAL
2000,ARKANSAS,AR,LITTLE RIVER,US PRESIDENT,OTHER,OTHER,47,5263,TOTAL
2000,ARKANSAS,AR,LOGAN,US PRESIDENT,AL GORE,DEMOCRAT,3283,8096,TOTAL
2000,ARKANSAS,AR,LOGAN,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4487,8096,TOTAL
2000,ARKANSAS,AR,LOGAN,US PRESIDENT,RALPH NADER,GREEN,124,8096,TOTAL
2000,ARKANSAS,AR,LOGAN,US PRESIDENT,OTHER,OTHER,202,8096,TOTAL
2000,ARKANSAS,AR,LONOKE,US PRESIDENT,AL GORE,DEMOCRAT,6851,17943,TOTAL
2000,ARKANSAS,AR,LONOKE,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,10606,17943,TOTAL
2000,ARKANSAS,AR,LONOKE,US PRESIDENT,RALPH NADER,GREEN,237,17943,TOTAL
2000,ARKANSAS,AR,LONOKE,US PRESIDENT,OTHER,OTHER,249,17943,TOTAL
2000,ARKANSAS,AR,MADISON,US PRESIDENT,AL GORE,DEMOCRAT,2055,5628,TOTAL
